id,freq_rank,t_word,freq_english,freq_ipa,frequency,freq_example,smart_match_id,dict_id,rom_id,e_dict,e_dict_v,dict_category,rom_category,romanization,phonetic,_sample_sentence,t_def,t_syn,t_ant,e_related,etymology,domain,match_type
2814,2958,สมานฉันท์,reconciliation; harmony,sà maːn ná tɕʰǎn,988,พวกกุมภัณฑ์ได้ประชุมร่วมปรึกษากันเป็นสมานฉันท์ แล้วพร้อมใจกันสร้างเจดีย์ให้สูงขึ้นไปอีก,,,,,reconciliation; harmony,,,s̄mānc̄hạnth̒,,,,,,,,,freq_only
2815,2959,ศึกษาธิการ,Ministry of Education,sɯ̀k sǎː tʰíʔ kaːn,1502,หนังสือฉบับนี้เป็นหนังสือที่กระทรวงศึกษาธิการได้จัดพิมพ์ขึ้น,34867,18508,,Ministry of Education,Ministry of Education,N,,ṣ̄ụks̄ʹāṭhikār,,หนังสือฉบับนี้เป็นหนังสือที่กระทรวงศึกษาธิการได้จัดพิมพ์ขึ้น,ชื่อกระทรวงที่มีอำนาจหน้าที่เกี่ยวกับการศึกษา การศาสนา และการวัฒนธรรม,กระทรวงศึกษาธิการ,,,,,dict_only
2932,3082,ดึก,late,dɯ̀k,1105,เขานั่งทำงานจนดึก,2339,33890,1325,late,late ; late at night ; at night,N,adv.,deuk,_deuk,เขานั่งทำงานจนดึก,"เวลามืดนานแล้ว, เวลาค่ำมากแล้ว","ดึกดื่น, มืดค่ำ",,,,CALEND,matched
2933,3083,รหัส,code,rá hàt,996,เราอาจใช้งานโปรแกรมได้ด้วยการนำรหัสของเจ้าของแฟ้มมาไข เปิดตัวยืนยันลักษณะแท้จริง,5363,5786,7973,code,code ; password ; combination ; secret code ; cipher ; code word,N,n.,rahat,¯ra_hat,เราอาจใช้งานโปรแกรมได้ด้วยการนำรหัสของเจ้าของแฟ้มมาไข เปิดตัวยืนยันลักษณะแท้จริง,ข้อความลับที่เข้ารหัส,"เครื่องหมาย, สัญลักษณ์",,secret; cypher; cipher,รหสฺส (pli) ; รหสฺย (san),"INFORMAT (data, hardware, internet, program) ; LEGIS ; SCIENTIA (math) ; SECURIT",matched
2817,2961,เทียม,yoke; harness,tʰiːam,865,การโปรยสารเคมีทำฝนเทียมทำให้อากาศสกปรก,,,,,yoke; harness,,,theīym,,,,,,,,,freq_only
2818,2962,วาย,be finished; come to an end,waːj,950,หล่อนคิดถึงชีวิตที่ค่าย เพราะหล่อนเพิ่งจากมาจึงยังคิดถึงไม่วาย,,,,,be finished; come to an end,,,wāy,,,,,,,,,freq_only
2936,3087,สารคดี,documentary,sǎː rá kʰá diː,531,กำแพงลมเป็นงานเขียนกึ่งสารคดีกึ่งเรื่องสั้นอีกเล่มหนึ่งที่ทำให้คนอ่านหลายคนชื่นชอบ,6617,6462,8936,feature,feature ; feature article ; feature story ; documentary ; non-fiction ; feature section of a newspaper ; article ; factual account,N,n.,sārakhadī,/sā¯ra¯kha-dī,กำแพงลมเป็นงานเขียนกึ่งสารคดีกึ่งเรื่องสั้นอีกเล่มหนึ่งที่ทำให้คนอ่านหลายคนชื่นชอบ,เรื่องที่เขียนขึ้นจากเค้าความจริง ไม่ใช่จากจินตนาการ,,,documentary,,,matched
2820,2964,เจ้าตัว,oneself; person concerned,tɕâw tuːa,1195,หมอบอกเขาว่าไม่เป็นโรคอะไรร้ายแรง แต่เจ้าตัวยังรู้สึกไม่สบายอยู่เสมอ,15673,23730,,oneself,oneself; person concerned,N,,cêā tạw,,หมอบอกเขาว่าไม่เป็นโรคอะไรร้ายแรง แต่เจ้าตัวยังรู้สึกไม่สบายอยู่เสมอ,ตัวของผู้ที่ถูกอ้างถึง,,,referred person; person concerned,,,dict_only
3670,3849,เหี่ยว,withered,hìːaw,504,ดอกไม้ในแจกันเหี่ยวหมดแล้ว ช่วยเปลี่ยนใหม่ให้ด้วย,39051,39748,,wither,withered,V,,h̄eī̀yw,,ดอกไม้ในแจกันเหี่ยวหมดแล้ว ช่วยเปลี่ยนใหม่ให้ด้วย,"ไม่สดชื่น, ไม่เต่งตึง","เฉา, เหี่ยวเฉา","สด, ใหม่, เต่งตึง",wilt; droop; shrivel; dry out; languish; deteriorate,,,dict_only
2822,2966,สักหน่อย,a little bit,sàk nɔ̀ːj,1369,อากาศเย็นๆ แบบนี้ได้กินอาหารประเภทหม้อไฟร้อนๆ สักหน่อยจะช่วยให้ทั้งอิ่มทั้งอุ่นขึ้นมาทันที,35914,4543,,little,a little bit,ADV,,s̄ạk h̄ǹxy,,อากาศเย็นๆ แบบนี้ได้กินอาหารประเภทหม้อไฟร้อนๆ สักหน่อยจะช่วยให้ทั้งอิ่มทั้งอุ่นขึ้นมาทันที,เพียงเล็กน้อย,"สักนิด, สักนิดสักหน่อย",ทั้งหมด,a little bit,,,dict_only
2827,2971,ปลอด,free from; solid (of color),plɔ̀ːt,865,งานของผู้ว่ากรุงเทพมหานครอย่างหนึ่งคือ การปรับปรุงหน่วยงานเทศกิจให้ปลอดจากการรีดไถเงินจากพ่อค้าแม่ค้าตามตลาดต่างๆ,24892,13216,,free from,free from; solid (of color),ADJ,,plxd,,ปัจจุบันคนกรุงเทพฯ จะหันมาให้ความสนใจกับอาหารที่ปลอดจากสารพิษ หรือที่เรียกว่าชีวจิตกันมากขึ้น,,"ปราศจาก, ไม่มี",,clear of,,,dict_only
2942,3093,หมั้น,engaged,mân,1457,ในปัจจุบันฝ่ายชายนิยมหมั้นฝ่ายหญิงด้วยแหวนเพชรมากกว่าทองคำ,6995,4180,5519,be engaged,betroth ; be betrothed ; engage ; be engaged ; give one's hand to ; contract a marriage with,V,v.,man,\man,ในปัจจุบันฝ่ายชายนิยมหมั้นฝ่ายหญิงด้วยแหวนเพชรมากกว่าทองคำ,มอบสิ่งของให้ฝ่ายหญิงเพื่อแสดงความมั่นหมายว่าจะแต่งงานด้วย,หมั้นหมาย,,be betrothed; give one's hand to; contract a marriage with,,,matched
2943,3094,หลีก,make way for; make room for,lìːk,465,คุณจะหลีกให้จอดรถอีกสักคันได้ไหม,7095,7758,4997,make way for,avoid ; evade ; move aside ; sidestep ; get out of the way,V,v.,līk,_līk,คุณจะหลีกให้จอดรถอีกสักคันได้ไหม,"หลบสิ่งกีดขวาง, ขยับไปให้พ้นที่เดิม","เลี่ยง, หลบหลีก, ให้ทาง, เบี่ยง, ขยับหนี",,make room for; steer clear of,,,matched
2944,3095,พลเรือน,civilian,pʰon lá rɯːan,1154,นายกสัญญาว่าจะปรับเงินให้กับข้าราชการ พลเรือน ทุกตำแหน่ง,4547,4845,7242,civilian,civil ; civilian ; noncombatant,N,n.,phonlareūoen,#NAME?,นายกสัญญาว่าจะปรับเงินให้กับข้าราชการ พลเรือน ทุกตำแหน่ง,บุคคลซึ่งรับราชการโดยได้รับเงินเดือนจากเงินงบประมาณรายจ่ายหมวดเงินเดือน เช่น ข้าราชการพลเรือน เป็นต้น,ข้าราชการ,,official,,RID,matched
2829,2973,ดอง,be allied to; soak in,dɔːŋ,639,หลายโครงการต้องถูกดองแช่แข็งไปก่อน,,,,,be allied to; soak in,,,dxng,,,,,,,,,freq_only
2946,3097,อ้างอิง,refer; cite; quote,ʔâːŋ ʔiŋ,1218,ข้อมูลทั้งหมดถูกเก็บไว้ในรูปตารางอ้างอิง,7640,39002,215,refer,refer (to) ; cite ; quote ; consult ; claim ; allege,V,v.,āng-ing,\āng-ing,ผู้ทำนายจะต้องสามารถอ้างอิงสิ่งต่างๆ ที่เปลี่ยนแปลงไปตามเวลาได้,"ถือเป็นหลัก, นำมากล่าวเป็นหลัก, กล่าวถึงเพื่อเป็นหลัก",,,cite; quote; consult; claim; allege,,RID,matched
2830,2974,ม่าน,curtain,mâːn,874,การเปิดม่าน ปิดม่าน และเปลี่ยนฉากตามท้องเรื่อง เป็นลักษณะการแสดงแบบละครตะวันตก,,,,,curtain,,,m̀ān,,,,,,,,,freq_only
2833,2977,บริหารงาน,administer; manage,bɔ̀ʔ ríʔ hǎːn ŋaːn,1158,เขาบริหารงานบริษัทมาตั้งแต่เริ่มตั้งบริษัท,,,,,administer; manage,,,brih̄ār ngān,,,,,,,,,freq_only
2835,2979,บุญคุณ,favour; kindness,bun kʰun,539,ท่านมีบุญคุณกับผมมาก ชาตินี้คงจะชดใช้ไม่หมด,,,,,favour; kindness,,,buỵ khuṇ,,,,,,,,,freq_only
2950,3102,หนี้สิน,debt,nîː sǐn,868,การจัดตั้งธนาคารข้าวสามารถช่วยให้ชาวบ้านปลดเปลื้องหนี้สินได้เป็นจำนวนมาก,6968,7649,6323,debt,debt ; obligation ; liability ; liabilities [pl] ; indebtedness,N,n.,nīsin,\nī/sin,การจัดตั้งธนาคารข้าวสามารถช่วยให้ชาวบ้านปลดเปลื้องหนี้สินได้เป็นจำนวนมาก,เงินที่ผู้หนึ่งติดค้างอยู่จะต้องใช้คืนให้กับอีกผู้หนึ่ง,หนี้,,obligation,,ECONO (accounting) ; LEGIS,matched
2951,3103,เหงื่อ,sweat,ŋɯ̀ːa,1018,ผมชอบเล่นกีฬาที่ได้เหงื่อมากๆ,7249,36473,6226,sweat,sweat ; perspiration,N,n.,ngeūa,_ngeūa,ผมชอบเล่นกีฬาที่ได้เหงื่อมากๆ,ของเหลวที่ร่างกายขับออกทางผิวหนัง,,,perspiration,,MEDIC,matched
3673,3852,ดุลยภาพ,equilibrium; equality; balance,dun já pʰâːp,976,การที่ประเทศจีนมีระเบิดปรมาณูได้เปลี่ยนดุลยภาพแห่งอำนาจ โดยคิดว่าตนจะเรืองอำนาจอยู่เรื่อยไป,,,,,equilibrium; equality; balance,,,dulyp̣hāph,,,,,,,,,freq_only
2952,3104,จุดประสงค์,aim; purpose,tɕùt pràʔ sǒŋ,818,กวีนั้นต้องเป็นผู้รู้ภาษาดี สามารถพลิกแพลงใช้ภาษาเพื่อจุดประสงค์ต่างๆ ได้หลากหลาย,1861,33287,2350,purpose,purpose ; aim ; objective ; goal ; intention ; end ; object,N,n.,jutprasong,_jut_pra/song,กวีนั้นต้องเป็นผู้รู้ภาษาดี สามารถพลิกแพลงใช้ภาษาเพื่อจุดประสงค์ต่างๆ ได้หลากหลาย,,วัตถุประสงค์,,aim; objective; goal; intention,,ECONO ; RID,matched
2836,2980,กระตือรือร้น,enthusiastic,kràʔ tɯː rɯː rón,547,คนที่กระตือรือร้นทำงานย่อมทำให้หัวหน้านิยมชมชอบ,8420,29762,,be enthusiastic,enthusiastic,V,,kratụ̄xrụ̄xr̂n,,คนที่กระตือรือร้นทำงานย่อมทำให้หัวหน้านิยมชมชอบ,,"รีบร้อน, เร่งรีบ, ขมีขมัน",เพิกเฉย,be anxious; be eager; be hasty; be ardent; be active,,,dict_only
2954,3106,ความพร้อม,preparedness; readiness,kʰwaːm pʰrɔ́ːm,1047,การมองสู่อนาคตจะทำให้เรามีความพร้อมต่อสิ่งที่จะเกิดขึ้นได้อย่างเหมาะสม,1165,3554,4159,readiness,readiness ; preparedness,N,n.,khwām phrøm,#NAME?,การมองสู่อนาคตจะทำให้เรามีความพร้อมต่อสิ่งที่จะเกิดขึ้นได้อย่างเหมาะสม,ลักษณะที่มีคุณสมบัติครบตามต้องการ,,,preparedness,,,matched
2955,3107,แปรรูป,transform; process,prɛː rûːp,726,เมื่อเสร็จพิธีเผาศพแล้ว วันรุ่งขึ้นเจ้าหน้าที่ก็จะนำเถ้าและกระดูกที่เหลือมาแปรรูป,4239,16607,7697,process,process ; transmute ; transform ; transfigure ; convert ; finish,V,v.,praērūp,#NAME?,เศษกระดาษ 1 ตันนำมาแปรรูปเป็นกระดาษขาวหรือกระดาษทิชชูใหม่ได้ 1 ตัน,กระทำด้วยประการอื่นใดให้เปลี่ยนแปรสภาพไปจากเดิมเพื่อถือเอาวัตถุธาตุหรือผลพลอยได้จากวัตถุดิบเดิม,เปลี่ยนรูป,คงรูป,transmute; transform; transfigure,,RID,matched
2956,3108,เดือด,boil; foam,dɯ̀ːat,704,คุณนายกำลังเดือดสาวใช้คนใหม่,2379,21085,1323,boil,boil ; froth ; foam,V,v.,deūat,_deūat,น้ำในกาเดือดนานแล้ว,อาการที่ของเหลวพุล่งขึ้นเพราะความร้อนจัด,"พล่าน, ร้อน, พลุ่ง",,froth; foam,,CULINA ; RID ; SCIENTIA,matched
2838,2982,เหลี่ยม,edge; side,lìːam,489,เด็กใช้ไม้บรรทัดวัดความยาวของสี่เหลี่ยม,,,,,edge; side,,,h̄elī̀ym,,,,,,,,,freq_only
2841,2985,เร้า,stimulate; arouse,ráːw,845,เกมเป็นส่วนหนึ่งของการศึกษา และช่วยเร้าความสนใจของนักเรียนได้,32499,6867,,stimulate,stimulate; arouse,V,,rêā,,เกมเป็นส่วนหนึ่งของการศึกษา และช่วยเร้าความสนใจของนักเรียนได้,,"กระตุ้น, ปลุกใจ",,arouse; rouse; encourage; evoke; stir up; provoke; spur; incite,,,dict_only
2842,2986,เอดส์,aids,ʔèːt,739,ในปัจจุบันคนยอมรับเรื่องเอดส์มากขึ้น เพราะสถานการณ์เอดส์เข้าใกล้ตัวแล้ว,40783,19701,,AIDS,aids,N,,xeds̄̒,,ในปัจจุบันคนยอมรับเรื่องเอดส์มากขึ้น เพราะสถานการณ์เอดส์เข้าใกล้ตัวแล้ว,,"โรคเอดส์, โรคภูมิคุ้มกันบกพร่อง",,acquired immune deficiency syndrome,,,dict_only
2960,3113,สารภาพ,confess,sǎː rá pʰâːp,786,ผู้ต้องหายอมสารภาพว่าเป็นคนลงมือฆ่า และยังซัดทอดถึงตัวผู้บงการที่อยู่เบื้องหลังคดีนี้,6623,20016,8940,confess,confess ; concede ; profess ; admit ; own up ; acknowledge ; plead guilty,V,v.,sāraphāp,/sā¯ra\phāp,ผู้ต้องหายอมสารภาพว่าเป็นคนลงมือฆ่า และยังซัดทอดถึงตัวผู้บงการที่อยู่เบื้องหลังคดีนี้,"ยอมรับผิดตามความเป็นจริง, ยอมรับว่าได้กระทำความผิด","รับสารภาพ, ยอมรับ, รับ",ปฏิเสธ,concede; profess; admit,,LEGIS,matched
2847,2991,กลมกลืน,harmonious,klom klɯːn,859,ท่วงทำนองของเพลงกลมกลืนกับเนื้อร้อง,8866,29270,,be harmonious,harmonious,V,,klmklụ̄n,,ท่วงทำนองของเพลงกลมกลืนกับเนื้อร้อง,"เข้ากันได้ดี, ไม่ขัดแย้งกัน",,,be in harmony with,,,dict_only
2974,3127,อาสาสมัคร,volunteer,ʔaː sǎː sà màk,816,พิพิธภัณฑ์แห่งนี้มีอาสาสมัครเป็นจำนวนมากผลัดกันมาช่วยทำงาน,7743,4555,370,volunteer,volunteer,N,n.,āsāsamak,#NAME?,พิพิธภัณฑ์แห่งนี้มีอาสาสมัครเป็นจำนวนมากผลัดกันมาช่วยทำงาน,ผู้ที่สมัครใจทำงานเพื่อส่วนรวม,,,,,RID ; (Covid-19),matched
2963,3116,ศาลฎีกา,Supreme Court,sǎːn tʰiː kaː,1696,เจ้าของรถคันนั้นประกาศว่าจะสู้ให้ถึงศาลฎีกา,6130,18471,8810,Supreme Court,Supreme Court of Thailand ; Supreme Court of Justice ; Supreme Court,N,org.,Sāndīkā,/Sān-dī-kā,เจ้าของรถคันนั้นประกาศว่าจะสู้ให้ถึงศาลฎีกา,ศาลสูงสุดซึ่งมีอำนาจพิจารณาพิพากษาบรรดาคดีที่อุทธรณ์คำพิพากษาหรือคำสั่งของศาลอุทธรณ์หรือศาลอุทธรณ์ภาค ตามบทบัญญัติแห่งกฎหมายว่าด้วยการฎีกา นอกจากนี้ ยังมีอำนาจวินิจฉัยชี้ขาดคดีที่ศาลฎีกามีอำนาจวินิจฉัยได้ตามกฎหมายอื่น,,,Dika Court,,LEGIS ; RID,matched
422,447,บรรยากาศ,atmosphere,ban jaː kàːt,3751,หมู่บ้านที่ตั้งอยู่บริเวณชานเมืองรอบกรุงเทพมีบรรยากาศร่มรื่น,,,,,atmosphere,,,brryākāṣ̄,,,,,,,,,freq_only
2965,3118,โค่น,be overthrown; fall,kʰôːn,504,เขาไม่ใช้คนที่ใครๆ จะมาโค่นง่ายๆ หรอกนะ,1616,12689,3613,fall,fall ; be overthrown ; come down ; fell ; overturn ; overthrow ; topple ; bring down ; chop down,V,v.,khōn,\khōn,เขาไม่ใช้คนที่ใครๆ จะมาโค่นง่ายๆ หรอกนะ,ล้มหรือทำให้ล้มอย่างต้นไม้ล้ม,ล้ม,"ปลูก, สร้าง",be overthrown; come down; fell,,RID,matched
2966,3119,โซ่,chain,sôː,534,สุนัขถูกล่ามด้วยโซ่,2236,28893,9261,chain,chain,N,n.,sō,\sō,สุนัขถูกล่ามด้วยโซ่,โลหะมีเหล็กเป็นต้นที่เกี่ยวกันเป็นข้อๆ เป็นสายยาวสำหรับผูกล่ามแทนเชือก,"โซ่ตรวน, ตรวน, เครื่องพันธนาการ",,,,MECA (cycle) ; RID,matched
2849,2993,ชั้นนำ,first class; top flight,tɕʰán nam,984,เพราะเขาได้ดีกรีจากมหาวิทยาลัยชั้นนำเป็นใบเบิกทาง โอกาสจะได้งานและเงินดีจึงมีมาก,,,,,first class; top flight,,,chận nả,,,,,,,,,freq_only
2968,3121,ข้อมือ,wrist,kʰɔ̂ː mɯː,1042,ระหว่างการทำงานที่ยาวนานควรบิดข้อมือและนิ้วเพื่อคลายกล้ามเนื้อ,698,10404,3597,wrist,wrist,N,n. exp.,khø meū,\khø -meū,ระหว่างการทำงานที่ยาวนานควรบิดข้อมือและนิ้วเพื่อคลายกล้ามเนื้อ,ข้อต่อระหว่างมือและแขนช่วงใต้ข้อศอก,,,,,MEDIC (anato),matched
2850,2994,ผู้โดยสาร,passenger,pʰûː doːj sǎːn,1131,เจ้าหน้าที่กรมศุลกากรได้ตรวจพบเฮโรอีนในกระเป๋าเดินทางของผู้โดยสารคนหนึ่ง,,,,,passenger,,,p̄hū̂ doys̄ār,,,,,,,,,freq_only
2851,2995,พนักงานเจ้าหน้าที่,competent official,pʰá nák ŋaːn tɕâw nâː tʰîː,1687,ในบางกรณีเจ้าของไม่ต้องขออนุญาตในการก่อสร้างโรงงาน เพียงแจ้งต่อพนักงานเจ้าหน้าที่ก่อนการเปิดโรงงาน,,,,,competent official,,,phnạkngān cêā h̄n̂āthī̀,,,,,,,,,freq_only
2971,3124,เรื่องสั้น,short story,rɯ̂ːaŋ sân,798,นอกจากการทำกิจการของบ้านเมืองแล้ว ท่านยังเอาใจใส่ในงานขีดเขียนอีกด้วย เช่น ทำหนังสือพิมพ์ เขียนเรื่องสั้น,5631,5937,8250,short story,short story,N,n.,reūangsan,\reūang\san,นอกจากการทำกิจการของบ้านเมืองแล้ว ท่านยังเอาใจใส่ในงานขีดเขียนอีกด้วย เช่น ทำหนังสือพิมพ์ เขียนเรื่องสั้น,บันเทิงคดีร้อยแก้วรูปแบบหนึ่ง มีลักษณะคล้ายนวนิยาย แต่สั้นกว่า โดยมีเหตุการณ์ในเรื่องและตัวละครน้อย มักจบแบบพลิกความคาดหมายหรือจบแบบทิ้งให้คิดเป็นต้น,,,,,LITTERA ; RID,matched
2855,2999,มณฑล,county; circle,mon tʰon,997,ชาวฮั่นอพยพมาจากมณฑลอื่นๆ เพื่อแสวงโชคและหางานทำ,,,,,county; circle,,,mṇṯhl,,,,,,,,,freq_only
2973,3126,โสด,single; unmarried,sòːt,585,คนบางคนชอบอยู่เป็นโสด เพราะรู้สึกมีอิสระเสรีภาพ ไม่ต้องรับผิดชอบอะไร,6875,3412,9374,single,single ; unmarried,ADJ,adj.,sōt,_sōt,,,"เดี่ยว, ไร้คู่",,,,RID,matched
2856,3000,รากฐาน,foundation; groundwork,râːk tʰǎːn,1058,ความพยายามเป็นรากฐานของความสำเร็จ,31997,9313,,foundation,foundation; groundwork,N,,rākṭ̄hān,,หากรากฐานของสิ่งก่อสร้างไม่แข็งแรงจะทำให้สิ่งก่อสร้างนั้นมีอายุการใช้งานสั้นลง,สิ่งที่รองรับไว้ให้ต่อยอดขึ้นไปได้,,,groundwork; base; basis,,,dict_only
2975,3128,ประกันภัย,insurance,pràʔ kan pʰaj,1300,คุณจะได้สินไหมทดแทนเมื่อเกิดวินาศภัยหากคุณทำประกันภัยไว้,3819,27090,7725,insurance,casualty insurance ; risk insurance,N,n. exp.,prakanphai,_pra-kan-phai,คุณจะได้สินไหมทดแทนเมื่อเกิดวินาศภัยหากคุณทำประกันภัยไว้,ชื่อสัญญาซึ่งบุคคลคนหนึ่ง เรียกว่า ผู้รับประกันภัย ตกลงจะใช้ค่าสินไหมทดแทนหรือใช้เงินจำนวนหนึ่งให้ในกรณีที่หากมีวินาศภัยขึ้นหรือในเหตุอย่างอื่นในอนาคตดังได้ระบุไว้ในสัญญา,สัญญาประกันภัย,,,,ECONO ; LEGIS ; RID ; (Covid-19),matched
2859,3004,เป็ด,duck,pèt,858,เท้าของเป็ดมีพังผืดสำหรับว่ายน้ำ,,,,,duck,,,pĕd,,,,,,,,,freq_only
2861,3006,มั่ง,some,mâŋ,1117,เธอต้องอ่านหนังสือล่วงหน้าไว้มั่ง,29604,30624,,some,some,ADV,,mạ̀ng,,เธอต้องอ่านหนังสือล่วงหน้าไว้มั่ง,,บ้าง,,,,,dict_only
2978,3131,พันธมิตร,alliance; ally,pʰan tʰá mít,875,แบงก์ขนาดกลางและเล็กโดนกดดันให้ดิ้นรนแสวงหาพันธมิตรจากต่างชาติมาร่วมลงทุน,4604,14570,6931,alliance,alliance ; association ; partnership ; coalition,N,n.,phanthamit,#NAME?,สหรัฐไม่ค่อยให้ความสำคัญประเทศไทยสักเท่าไร แม้จะเป็นพันธมิตรร่วมรบในสงครามเวียดนาม,ความสัมพันธ์ระหว่างรัฐที่จะช่วยเหลือกันตามสนธิสัญญาที่ทำไว้เพื่อร่วมรบหรือเพื่อการป้องกันร่วมกัน,,ศัตรู,ally; association; partnership; coalition,,RID,matched
2979,3132,เครื่องจักร,engine; machine,kʰrɯ̂ːaŋ tɕàk,1075,เราลงทุนซื้อเครื่องจักรมาเพื่อทำการผลิตให้รวดเร็วและทันสมัยมากขึ้น,1509,1765,3828,machine,machinery ; engine ; machine ; motor ; equipment ; device,N,n.,khreūangjak,\khreūang_jak,,,,,machinery; engine,,ECONO ; MECA ; RID,matched
2980,3133,ตรึง,fix; bind,trɯŋ,542,เสียงร้องอันไพเราะของเธอตรึงผู้ฟังให้เงียบสนิท,2480,22481,10590,bind,bind ; fasten ; fix ; tie ; tie up ; compel ; confine ; detain ; restrict ; attach ; hold down ; immobilize ; stabilize ; pin down,V,v.,treung,#NAME?,เสียงร้องอันไพเราะของเธอตรึงผู้ฟังให้เงียบสนิท,"ทำให้ติดอยู่กับสิ่งใดสิ่งหนึ่ง, ทำให้หยุดอยู่กับที่","ติด, ติดอยู่",,fix; tie up; compel; confine; detain; restrict,,RID,matched
2862,3007,กฎหมายแพ่ง,civil law,kòt mǎːj pʰɛ̂ːŋ,2033,สัมปทานมีลักษณะเป็นสัญญาที่มีเงื่อนไข ข้อตกลงมากมายทั้งในแง่กฎหมายมหาชน กฎหมายแพ่ง และแนวทางปฎิบัติในวงการธุรกิจ,7967,29350,,civil law,civil law,N,,kḍh̄māy phæ̀ng,,สัมปทานมีลักษณะเป็นสัญญาที่มีเงื่อนไข ข้อตกลงมากมายทั้งในแง่กฎหมายมหาชน กฎหมายแพ่ง และแนวทางปฎิบัติในวงการธุรกิจ,กฎหมายที่วางระเบียบความเกี่ยวพันระหว่างบุคคล เกี่ยวกับสถานภาพสิทธิและ หน้าที่ ของบุคคล ตามกฎหมาย เช่น กฎหมายว่าด้วยนิติกรรม ละเมิดทรัพย์สิน ครอบครัว มรดก,,,law of private rights,,,dict_only
2864,3009,เต่า,turtle,tàw,935,ทำไมลูกทำอะไรเต่าอย่างนี้ รีบๆ หน่อยได้ไหม,,,,,turtle,,,tèā,,,,,,,,,freq_only
2865,3010,เบื่อหน่าย,monotonously,bɯ̀ːa nàːj,551,นางได้แต่มองการกระทำของลูกชายอย่างเบื่อหน่าย,,,,,monotonously,,,beụ̄̀x h̄ǹāy,,,,,,,,,freq_only
2984,3138,พายุ,storm,pʰaː júʔ,858,เมื่อเกิดอากาศร้อนจัด ในบางพื้นที่อาจจะเกิดพายุฤดูร้อนได้,4624,14645,7036,storm,storm ; tempest ; gale,N,n.,phāyu,#NAME?,เมื่อเกิดอากาศร้อนจัด ในบางพื้นที่อาจจะเกิดพายุฤดูร้อนได้,ลมที่พัดแรงมาก,ลมพายุ,,hurricane; gale; tempest,วายุ (pli/san),CLIMA (meteo) ; MINENG ; RID,matched
2866,3011,เลือน,fade; become dim,lɯːan,701,พวกเขาห่างกันไปหลายปีความจำของทั้งสองฝ่ายจึงเลือนไป,33826,7115,,become dim,fade; become dim,V,,leụ̄xn,,พวกเขาห่างกันไปหลายปีความจำของทั้งสองฝ่ายจึงเลือนไป,"จำได้ไม่ชัดเจน, ไม่แจ่มแจ้ง","หลงเลือน, ลางเลือน",,be unclear; be indistinct,,,dict_only
2867,3012,พาน,encounter; meet,pʰaːn,539,ผู้ที่ต้องการจะบวชจะต้องนำดอกไม้ ธูปเทียนแพ ใส่พานไปลาญาติมิตร,,,,,encounter; meet,,,phān,,,,,,,,,freq_only
2987,3141,เคาะ,rap; knock,kʰɔ́ʔ,1156,แม่เคาะตาตุ่มน้องเพราะน้องเดินเสียงดัง,1582,12621,3542,rap,rap ; knock ; hammer ; tap ; beat ; strike,V,v.,khǿ,¯khǿ,แม่เคาะตาตุ่มน้องเพราะน้องเดินเสียงดัง,"ใช้อวัยวะมีมือเป็นต้นกระทบเบาๆ, ใช้มือหรือวัตถุงอๆ ตีหรือทุบให้เกิดเสียง",ทุบ,,strike; knock; tap,,RID,matched
2868,3013,ผลสำเร็จ,success; accomplishment,pʰǒn sǎm rèt,681,เธอสามารถคว้ารางวัลดารานำฝ่ายหญิงมาครองได้เป็นผลสำเร็จ,26300,16801,,success,success; accomplishment,N,,p̄hl s̄ảrĕc,,เธอสามารถคว้ารางวัลดารานำฝ่ายหญิงมาครองได้เป็นผลสำเร็จ,ผลที่ได้ดังประสงค์,"ผลสัมฤทธิ์, การบรรลุผล, ความสำเร็จ",,accomplishment; achievement; attainment,,,dict_only
2989,3143,ริเริ่ม,initiate; start; launch,ríʔ rɤ̂ːm,659,พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัวทรงริเริ่มกิจการออมสินขึ้นในปีพ.ศ. 2450,5569,39364,8306,start,start ; launch ; initiate ; begin ; originate ; commence ; be the first,V,v.,riroēm,¯ri\roēm,พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัวทรงริเริ่มกิจการออมสินขึ้นในปีพ.ศ. 2450,เริ่มคิดเริ่มทำเป็นคนแรก,เริ่ม,,launch; initiate; begin; originate,,,matched
2871,3017,ปัด,push away; sweep off,pàt,914,เมื่อสัตว์เลี้ยงเหล่านั้นเดินผ่านไปตามกอหญ้าหางและขาของมันก็จะปัดแมลงต่างๆ,,,,,push away; sweep off,,,pạd,,,,,,,,,freq_only
2991,3145,กริยา,verb,kà ríʔ jaː,1880,เอกัตถประโยคคือประโยคความเดียวซึ่งจะประกอบด้วยกริยา 1 ตัว,162,30083,4675,verb,verb ; predicate,N,n.,kriyā = kariyā,_kri-yā = _ka¯ri-yā,เอกัตถประโยคคือประโยคความเดียวซึ่งจะประกอบด้วยกริยา 1 ตัว,,คำกริยา,,,กฺริยา (san) ; กิริยา (pli),GRAMMA ; RID,matched
